wallet,timestamp,in_token,out_token,amount_in,amount_out,volume_usd,platform,tx_hash,mode,leverage
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 09:20:40.000 UTC,SOL,USDT,2.32099758,2.31872696,329.58,okx,DBiksJBTSmhD9aMuBJEfcjW77JfnbkNThBzinKKF32dM7Xn9JttzcLgtNDK3yk8m,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 09:37:32.000 UTC,DOT,USDT,46.10486182,46.12621696,285.85,kucoin,zqqYZ1tNBKCiNqyS2eWZndXFs27SXbZczvsBZKmF75Hjhm61xyMBojvxNZbddkX2,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 10:03:28.000 UTC,LINK,USDT,11.93539782,11.9449201,159.93,kucoin,pFuhw6ukQYzo2UJ2771y4GoRqFWcw8KbcuYXuVToP8aVyvU5MWyDtqzPYsb5ms3V,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 10:15:16.000 UTC,LTC,USDT,1.46726302,1.46849387,123.25,raydium,S5jShFxAT5evBzawSyWTLHbwV8BkGa71riUpkopaKyT8qkBUS3hz6XhHn3pjuwVq,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 10:18:06.000 UTC,ADA,USDT,384.68946538,385.01848126,161.57,kucoin,uFbHKQD9s5Sojzcu4QyG1cr7TdiNdV2J6Us7tfC1BpvfevRUSaa13wQ6PKaeL5wP,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 11:09:28.000 UTC,DOT,USDT,5.37172666,5.36874414,33.3,okx,i27PboV2kfUtt9HjiLeeA1QbtkobsWKmgRfExVjKhtbmCzZWo9KvgFaLAyjRseQP,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 12:08:45.000 UTC,DOT,USDT,64.93020611,64.9876969,402.57,pumpdotfun,Fc6FpMMTu2xy1WNmM5uXro3xy7e2r1uB8K5Mbn8J8qPFXQxiJvQpjhTRCdXAeKBc,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 12:51:34.000 UTC,DOT,USDT,15.3509625,15.34629129,95.18,pumpdotfun,sBZu24zHxBBZFmajoPVQFws7ncEayZuvgJfQ7UGj9s2wQMGERhz7pyL3fChoyYDd,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 12:53:44.000 UTC,ADA,USDT,268.97970241,269.02056171,112.97,kucoin,q4Ef8az73rQEGUHMUVQnbSVCuZrLw3ecDB4xuTsFjsYaTHSNfWLorXsfRFEToUZZ,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 13:40:18.000 UTC,LTC,USDT,1.85244321,1.85404996,155.61,kucoin,F2Ty9MCEXp1sye9UGoMs9yk6niFz9iicfPxgigng3iyhQz92YnDnQbi6wH9jDSn6,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 13:48:27.000 UTC,SHIB,USDT,19311306.50892469,19326857.23448469,347.6,raydium,2VES6CVif6ufWv5WaGTHCzEeWXnqUyJJywyfgdcCUzXoAqbehfNs1sVd3ZEXnspo,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 14:00:25.000 UTC,LTC,USDT,2.19492006,2.19585027,184.37,bybit,yGFp9WMYWK9xEbTSPQpavq4eCXJ6wy33DnkWsZdw1QcAf3ZpVDLVeyr1RojLiF1f,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 14:40:18.000 UTC,BCH,USDT,0.19368135,0.19373546,103.81,bybit,KAGv3ffcz4YZZTohYG8og3m847ReRjNwqqQFv1aWSvFuDv3j3RNUmHKnguEChDVH,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 15:15:29.000 UTC,ADA,USDT,895.83798695,895.89121476,376.25,pumpdotfun,PCQdYfcKEhFhwbkdR5PcjpS5ZPF9Mdtdu7aXVYJLjccaCnbdmVPVx7img59Njjua,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 16:10:42.000 UTC,SHIB,USDT,2747496.11276871,2749349.92997608,49.45,pumpdotfun,cYc9ZoKnSXKk2JbJFortbYM3rSinYJekdfjFaCGKB6WLa2TRXvtobPXrbRqEV8Vc,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 17:04:09.000 UTC,TRX,USDT,1500.63325243,1500.95603711,420.18,okx,87jAuAhbNa4UGNc9bgteeBh5G8qCq8XK33etW7fPwHRWn3FCCnWiYGjRpDC5g52b,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 17:24:00.000 UTC,TON,USDT,85.14153882,85.15657503,451.25,binance,6BrdLSw2yf1XZH5AxiqpyMSXqsRAbQhCMAs2tyDtTwNkgrFPm8swnzvxsPDjhTuN,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 17:34:45.000 UTC,BTC,USDT,0.00136161,0.00136042,124.31,kucoin,MBt6JZD6KAMXU74WMZaXtydLZ8DBdjeeSrKGCAUpnzDvZBN2c4ztMsPgKTEdtrFj,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 18:28:48.000 UTC,LINK,USDT,1.77273021,1.7732718,23.75,binance,QvaJzdngUsHdoaZnxJzNzfhohSAKVUQbjA2gF9tAtgB997rSksTxqHjhJDe8dJYt,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 18:50:21.000 UTC,TON,USDT,82.34499535,82.28226012,436.43,pumpdotfun,UbVHgtWECzTzkXYx1na4a4hed2wKEabMfoKcZxvP12U8oksDEbHFMnYdHx66Aj9q,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 18:58:32.000 UTC,UNI,USDT,17.91235608,17.92209468,146.88,kucoin,pVRGjPxPCsT9GjLa6LJhSdCy4cEVAWMmH1GjgrgBSKNKEjExnrpNAcLEy6ySAuTX,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 19:20:12.000 UTC,LTC,USDT,4.73721042,4.73615834,397.93,kucoin,wintY2BKVt52B7rhzHvLmWik4dstxrrvLHm3oicuGVjGKRzuh6KTLUi5tUs8jErb,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 19:51:07.000 UTC,DOGE,USDT,414.8449633,414.65744965,62.23,pumpdotfun,FT7oQEvQ66q9JDH7EzDyMoRH9Wkfkbe1CGNV2R2kiyxxaYMmJtnc9duFgsvCVD57,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 20:33:05.000 UTC,BTC,USDT,0.00443105,0.00442716,404.55,binance,eY8JM4ZM3Kafzzs4PBYfRLnydqB82Za8gicxADBD1CCeoisgD6sqCKsh5cXwQv5r,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 20:41:06.000 UTC,MATIC,USDT,62.56010719,62.52267603,53.18,pumpdotfun,zcY4fzmBGinaeBQ33nm3DaDsjQEe8ywzjeBTWmXE3vkgDmD2Vj6KQ2SmJvjZZ6e7,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 21:08:00.000 UTC,ADA,USDT,361.3740328,361.6571579,151.78,bybit,HxgwJ69ix3L2EUPqPW3LsYV1suoEdwsME4t5v7SvzQ8GnmBHcLcgTZSh5dLxTjEb,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 21:54:24.000 UTC,UNI,USDT,3.44905002,3.44974176,28.28,bybit,9zAp1HVM46SneoyAnvG2ExkVkdQa9c59D8xkCKNWGH2A4ytZzPUtZAurPYBEv1Z6,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 22:38:39.000 UTC,DOGE,USDT,732.47676092,732.68656729,109.87,kucoin,XKERKxyzBbKhQh3m8ufhC8W66m7XWNCBYMimMFEC6ZT2jEawhxsCF3HACqF2Xrrs,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 23:09:32.000 UTC,TRX,USDT,1694.03439948,1692.84230342,474.33,binance,WCSuff7Be2gHwYGTy51uB4aLegoaLix8DUqd5pxcYXDexR4QJWR3LxAdeTnHLpwn,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 23:44:07.000 UTC,ADA,USDT,40.54646324,40.54049411,17.03,okx,2g4w6ZY4B7VTjVXminLwjsaLBHhoom4u7kd8yyVJBWK9iqikRPTYZ823WpLi7k9K,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-03 23:53:21.000 UTC,LINK,USDT,8.33162508,8.32722163,111.64,raydium,QNcSNyXhTzknLK9taD3yBnhK6R5XbwxMpRxojz3bpGZ64i2CRFqRryGbyEeAeLQj,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 00:32:22.000 UTC,LTC,USDT,3.80727505,3.8070388,319.81,pumpdotfun,VE7bzHvxNFcUTUETtprAuE4nCVAZB2DAbHmcwSMexNcWLv7oqpiCgnZZ8VgbHEuC,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 01:13:33.000 UTC,UNI,USDT,23.30227759,23.31248139,191.08,kucoin,gpan66VjGPK7FPK3xy4J6KjQE1EXLMC9wkDXJrH68N1MvF5qLHErw3jsTNpySj6y,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 01:54:59.000 UTC,BTC,USDT,0.00360873,0.00360555,329.48,kucoin,3JZVT2Nt9tcfeineWKyio1XNAdfiYYZXuF4VVFDoAK41sf4yYUoFJQ9Am8mNGSgb,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 02:46:50.000 UTC,XRP,USDT,173.61527706,173.62802178,383.69,kucoin,ieh9vcgfDfwWrTsVgKRhgsQgvDqLH15ACEe7fe8aYRr6GaPBPyzG9nXZb54gfA9V,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 03:19:16.000 UTC,DOGE,USDT,2131.88601185,2133.36827437,319.78,binance,dBd6Qb2pQnkDiykjQmj6s3yw7nNG7voMFBBcbe85ACEJhxAG3WqVWRjCCRrYRe7m,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 03:40:30.000 UTC,DOT,USDT,18.78076687,18.76928648,116.44,binance,TQRmA79KKi7rn8dxdDRcv4hRDBePnZFiw1r7koc7WNmMAH9JpYEt6PxjGd2oKK6o,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 04:09:21.000 UTC,DOGE,USDT,1977.24405967,1976.83389339,296.59,bybit,1L51WiQxCRkx55Qbwo1Y9M1nKV4WugfscmM39yoEaeptWCGESzUAkpNwaVXpBgVn,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 04:55:36.000 UTC,LTC,USDT,3.98385883,3.98118271,334.64,okx,Q7upkXC8TzZAWzeEN2MPAVATsWaTRRyGYPU87BPfaiGHq3yCsAZpE93AuuVzEQog,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 05:10:31.000 UTC,BTC,USDT,0.0012782,0.00127776,116.7,kucoin,a38U794b37oi54Xa73SLZDYPs642Pi5sbP6TthcG7ASTmG9zR6LfkoFKiyHsrMUK,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 05:48:07.000 UTC,BTC,USDT,0.00412001,0.00411602,376.16,pumpdotfun,jbcc4YG2MU5s7LBwxsJ5Li6nhAC8pWikACa8BeGGMAVV7SGTBwbGB3PrAfEMVxEr,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 06:20:50.000 UTC,TRX,USDT,1022.51046334,1022.04867319,286.3,bybit,ZP5nge2FRknEAYe7bBtoQyeRSEV4zrMFMEyDMVpvYXrnB7grpDvR2WhSTKfn7mbb,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 07:09:38.000 UTC,LINK,USDT,14.63322489,14.62196469,196.09,okx,n6DwLwwaguajs4DauX3AbyjYRkV1sp5TM52WDr2HAzWnDAdkz8BeYQQK2ym5EsML,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 07:38:53.000 UTC,ADA,USDT,87.30237361,87.38751883,36.67,raydium,HwAGATCVTokaZGtRSHgwb3AXMByVjUAesnrYY3RTHkoJhqUyMA5kNaGeixaQP8y1,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 08:02:26.000 UTC,DOT,USDT,56.81444878,56.80637866,352.25,pumpdotfun,mCcK3h9oQErDyBvpmhUfM5KBXzY7HWsJxBEK6mZ2htdghdNpUYRSDVH6GTrdBq7q,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 08:54:49.000 UTC,BCH,USDT,0.90916192,0.90991905,487.31,binance,73Vfso9g3UJYHtoyWdc5Nt2sPSuKSoYpamo59TkuwHB9JNx72XcRjMYxiTM8qtmy,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 09:44:03.000 UTC,LINK,USDT,29.42541059,29.41121059,394.3,binance,HH4GoySsXxipR72WK7r8jKrMGEAFg99JuxaKimDmTiHTiTDfG6KHGNzcJCa6UFzk,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 10:24:23.000 UTC,TON,USDT,52.22415946,52.19038145,276.79,binance,EWytYVqJEbVnmKQp4xmrJk78reoKBJnMHdUpbuEoXJXjED8Vm1TkhD2uQ6a2eAaJ,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 10:44:31.000 UTC,BTC,USDT,0.0041248,0.00412331,376.59,kucoin,FMiDxyya6fMoEh5U2gYvwSmcWJov2opkamEtcosTzqC47ShiCxrYZxUEWTLpxYJY,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 11:16:21.000 UTC,LINK,USDT,26.33850223,26.34271658,352.94,pumpdotfun,1hUe28Xutu3eEFA5bEBWLrbUc5qG6RNTMsTXWQXYYGy2vkNd1wmgVAMc2EKuoqna,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 11:34:34.000 UTC,BCH,USDT,0.80521599,0.80486095,431.6,okx,ffvDtoHGwdeMWrd2Y8Dwc9pxLM3Hthzo8DDuomPMq1y7gcQWdgPSAqyH2uaehf7A,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 12:00:45.000 UTC,TRX,USDT,635.80344183,636.09020207,178.02,okx,BtjshAbM5wz35K4BC9kdKZev9aDuf7WDyXYVKzLn8kXF9pVpHtiXxFbichJE3FJN,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 12:38:02.000 UTC,ETH,USDT,0.08915608,0.08906795,272.82,pumpdotfun,sPTPCEeB329RfZtckkJYjSXorrRfvM11io2nvHudfZeFdT1JbjpDCxm2HvqMCPVx,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 13:26:27.000 UTC,ETH,USDT,0.12301693,0.12293295,376.43,pumpdotfun,TLC765E4R13xq9jAUNickzwZTxKcRtQ9SYzgsPkbhf6iCUxy9VGKQySHU6Jk582D,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 14:16:13.000 UTC,DOGE,USDT,947.90763612,947.26401033,142.19,binance,8NhRWzYoZvMgKtMGZb7ktWbV1CkgB27gcFyfmeUyu5otwL37GVaoXrQ2HGnHiLxM,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 15:04:57.000 UTC,DOGE,USDT,427.0195768,426.84926704,64.05,raydium,3vpkbLm8VYVieeYNt7m2Zjt3vXJEQBGXTpadM1UmuwfcxqhxAArEUG4YQStzjzh1,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 16:00:59.000 UTC,TRX,USDT,405.04579281,404.6905276,113.41,pumpdotfun,nai7F2oZTVYuXtmzk3exMN5NcUgoo4iRERA4TuhGxKHH2Lg9girqjGLbtPdTY6aG,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 16:41:49.000 UTC,XRP,USDT,131.20658238,131.21443336,289.97,kucoin,km4vHgU4YkGe7Fj7iQopCjmH9RdLoQXQwyKGzUFEhyZiHt8RySCYGk4ELN7RxnN5,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 17:06:47.000 UTC,BTC,USDT,0.00380544,0.00380438,347.44,bybit,bG55PgwMgmbuccaQKMYzC4UoCjK5gtfmSqXzE6yiHJPBFFqZcKEJR5oWi2STb91Z,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 17:56:41.000 UTC,DOGE,USDT,2990.70006824,2990.35386079,448.61,binance,WPsqciurXVxAoL9xUNJ9LVRVRhJy6ogKWjuhHuTF48yTrkDzj3hm3DZ1KeQciUTt,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 18:18:53.000 UTC,LINK,USDT,9.47577397,9.46871649,126.98,binance,HoFUdRJCg79oDpqsCGHVuDhqcqSVpzKV6Cds4Gjk4fzpxTAZTsTQvELktaKXZgRG,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 18:53:04.000 UTC,BTC,USDT,0.00527865,0.0052747,481.94,binance,YoAnRPbGB6qZTc7Js2n19vCyQjMTh7sQCcdTYKMp5jjp2UdcAZXXs4nAwZGZabcQ,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 19:44:37.000 UTC,AVAX,USDT,0.3933099,0.39306307,13.77,binance,UJZQmVcYBT6NZFtHRcB4cRQoFseQrT9jbfPHQAWv2mAt2dgDpC5hPzPQuH6evH38,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 20:19:35.000 UTC,SOL,USDT,0.20634081,0.20648195,29.3,binance,bhFhKXYNSowGHzPhKmgvz9R8ucvr3EEAdk54vWrXEvk2CbCf5s5pDqWpebEzxrGF,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 21:15:46.000 UTC,DOGE,USDT,3059.33635138,3059.22676581,458.9,okx,735YH6yrLkx9ZR4PX5GT7pLJB23HWjVHUKptCKy3pRVQ4Bb7CgFFKvV2FYJsv5ev,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 21:18:31.000 UTC,MATIC,USDT,565.1349166,565.1634323,480.36,kucoin,nUy5wcYdSjhRTjXwJWQAQ4sEK5ns1m7usTxXL6ksaseaxMYiXgEYLyMxTQVNxCXV,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 22:15:46.000 UTC,DOT,USDT,28.9527772,28.93085253,179.51,raydium,tveHi1wzj9zUerFRdjx3MH24iKDd4Vcr54RvUX6DSgeiavQCvUouZeRAWVNsZQEQ,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 22:46:50.000 UTC,MATIC,USDT,484.22237211,484.25138513,411.59,kucoin,sYVXhtmdQK5Lq4mpGZY5YCfRQfNVDzzcg4xwkoKyFJRJjQks3dsnhceNWaMB4uc9,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-04 23:41:21.000 UTC,AVAX,USDT,2.10963652,2.11115959,73.84,pumpdotfun,E1Py8QVxXS4CdQCUu6h25DDPvar55YQabtDi4DQLYvTFoihivjLGLzUGPEXEV3HV,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-05 00:11:59.000 UTC,DOGE,USDT,1399.79214195,1398.56591738,209.97,kucoin,QT2bSM3vAadqRWGdqVWSvc38pGDrbNbY9HLDdRbsYLwrXmZevBHTdy3swynujUDp,spot,1
0x000000116b795744c11216daf42a186f7e93e84a,2024-11-05 01:09:43.000 UTC,BTC,USDT,0.00474127,0.00474433,432.88,kucoin,6Bhet1HP4EsnLyzYJVbjK4YRpgbimzZwh5vT864FYJLZd1PMFo8oxqYrjf3v4Ugj,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-02 16:26:42.000 UTC,TON,USDT,32.26915904,32.24487766,171.03,kucoin,EY5Th9Scd7Z7ns3J71TZrc4aysmxGtwd5RAGbVNBM8pBT5x95hLxcNcVJqqtkziC,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-03 16:59:21.000 UTC,BCH,USDT,0.72011473,0.7198612,385.98,pumpdotfun,r27PPjiqJdmcvpqPiUqgsX9aJK8XpKD9EabHKofWp8AM6CRByYhkLxtJPTsV5ida,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-04 06:59:47.000 UTC,SOL,USDT,3.42324271,3.42036895,486.1,bybit,Qt9XDvy9nGeNYu94FPKdvaN9bdugFrRe9hrkNTMPdfhWy1BLzy9nvtaPv5SDKoTy,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-05 05:36:19.000 UTC,XRP,USDT,142.76249197,142.80335877,315.51,binance,B1zvdR8YhehWH2i4nFjsaTagay3JDncUEc7Qv8cZ975PHqq9QD7pAUBTzeviTDqe,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-06 22:49:59.000 UTC,SOL,USDT,1.14217601,1.14137816,162.19,raydium,N9thUvkEGMRLMNdHYwvnXwK9gFXxKUdahd9e4RxtRzZBefMgnXqku628TUgcucRp,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-07 09:27:34.000 UTC,TRX,USDT,425.36042116,425.43126754,119.1,raydium,oxB4WbTYCY8aWVHjNxfJBEfEyUxtHa8cHxzicLWn1AvwgTTRh74v5JqboELUby4L,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-07 11:26:40.000 UTC,TON,USDT,3.19938916,3.20121865,16.96,okx,AivwicJ8HqKCRa61u8jFCqxEzd81LoLLAZrcD6FGio5JnNLnDGmVGsNZnabnr6rn,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-08 04:05:39.000 UTC,DOGE,USDT,1610.70234906,1611.20349007,241.61,raydium,RhBwxif5663gRTWCre5SxHKFbs1ZzrMjJvb6jyCBL8YH1Fcw4D1oUg7wLkyzcQnK,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-10 09:37:52.000 UTC,LINK,USDT,14.70506613,14.70669869,197.05,pumpdotfun,pWruRpXZ5pt5H6DyzZvitcWDzxa3kEyZSm2Abnb7W8Qhpsm9wheRrXxc9aPHnRj6,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-11 15:29:35.000 UTC,LTC,USDT,5.43353734,5.43254815,456.42,raydium,zFmmJuz6VCF4HLBxGCJQxaiMUEUnTCC1LJT1v3qfSZbpSg22MNPgkU86A8YWpDEN,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-12 05:59:48.000 UTC,DOT,USDT,41.50040984,41.466202,257.3,pumpdotfun,19nq85FryAg7fonLjBQRZDRkFs1Dep1bxeMVT2pcLeycrhLxS6Ddb7VcKVpPT7bm,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-13 03:15:41.000 UTC,BCH,USDT,0.64997683,0.65031309,348.39,kucoin,txFM8gtxqLiLBd9A5W5Gv29QRhZZaffUMTgkK25i8rpBGFtsWppm88VNf3JHHWU4,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-13 09:43:56.000 UTC,DOT,USDT,25.97362194,25.99592126,161.04,okx,iijUgSJGmJ1UCHLcm9TCdztx3MBP4py2SoiEyv9PKFJ8vcjaNxqojH8XUpKnBVwW,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-13 15:58:00.000 UTC,DOGE,USDT,1046.39084004,1046.80352999,156.96,okx,uGGzVuow1tkssEwuwesbqdkjQ5tRoHrY54F5XRUPNWDWJNhv4H76PBEQ8XSZFXiC,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-13 21:19:15.000 UTC,ETH,USDT,0.16172384,0.16181371,494.87,pumpdotfun,f5QXB1pM4zmJocrZapdEVkVYvCRGeR3RE6AnaeDf2SSFbBt84K1wy9appshwnoVp,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-13 22:35:08.000 UTC,BTC,USDT,0.00054405,0.00054396,49.67,kucoin,Rd9CgDEkga4DTotNDy8EouQb7qP9itJzYacw8WzFZVmLG2N3hMX7CZRFPRusK2qN,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-14 03:08:07.000 UTC,AVAX,USDT,8.15984939,8.15728585,285.59,binance,BPWS3UgaZYoGu2HfaHHGqWojW5KWYeurpZyWLT1ASnoKcJzRpB2X1p3dwCUtqJ9A,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-14 06:31:53.000 UTC,LINK,USDT,0.93462766,0.93378719,12.52,kucoin,9wz1PY275EQxwp2v8rVooK5vveM6yjL6bW9aSY5RBQB62uHuW5ZihJ2wmVvRo8SR,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-16 09:20:06.000 UTC,MATIC,USDT,181.40629809,181.54119897,154.2,pumpdotfun,diRexhzw5QsaVRETinTjfsj7664i8ToGyVZxYZGvwVZCGfsFt6JTk15xBk4dD7eT,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-16 12:36:45.000 UTC,LTC,USDT,5.14630671,5.14706831,432.29,binance,GRH9S9fbcVvBqVMFCp9DK3cy97beuUghqdc4wD6kaxVTtwfFr8fU52c9LPJ2qa5o,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-17 04:48:47.000 UTC,SOL,USDT,2.39354347,2.39382743,339.88,raydium,tD7N6jFhaRjGvnY9q1kARdLktcyb6zdBcYRwCran3n3GogzesuRrm21Chv9xFiFE,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-18 14:41:49.000 UTC,BTC,USDT,0.00494671,0.00495089,451.63,raydium,nHQVJPXM9swWjZg8sgxCxPfMn1VjraT4Sinr8parjk7U5R44hJtBNgRGEDjnpXG7,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-18 15:26:15.000 UTC,LINK,USDT,3.89829085,3.89875355,52.24,binance,1aMY2NdkcGj8pydbMYBmyAQkkPAgNSW92HhMojYZWndf8Z7kURwjGS97WDPi7jsx,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-18 18:42:10.000 UTC,LTC,USDT,1.64557677,1.64668455,138.23,bybit,iTkFPCBbcfr344xRsYkqHxg6cWytAEWsPT3sWK9dzAhVfRE3tXhebFcYtrjXTgKX,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-20 16:03:23.000 UTC,TON,USDT,25.29220267,25.29813785,134.05,kucoin,uWJmnCa3tvcaEdhbcTKbyUVGKBnCRPP4XFrNwwSE7EfcdehzzK9JV7ccby1zJXmV,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-24 04:09:37.000 UTC,ETH,USDT,0.1241921,0.1240683,380.03,pumpdotfun,gKEN1yTrJ6vQhidUeoBAs8FXiLR87sHBmAaDtvDkaZ7G3kGpPcir1cgNz53BFeDv,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-25 09:42:02.000 UTC,BCH,USDT,0.80438322,0.80486197,431.15,binance,wvgPKiJfk4hm6BddJ2CXgFe7b6SYD21GWD1dMa5qpgmvyf3u91CHF8k8edd2uTK6,spot,1
0x0000001a90168f95f09af86f812f9c935b1c28ef,2024-11-27 20:01:12.000 UTC,UNI,USDT,47.70661346,47.72278231,391.19,bybit,jGWWKkYxtfXNFjXwg8W5Xm3F2jFcRTT8H8NwNRJh5xuWLmXHwNyRhZ3puFwgVCmd,spot,1
